"ASV_ID","ASV_sha","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_3135","7b59b4e534f524d85a86f4e9e05b256a","Bacteria","Patescibacteria","Saccharimonadia","UBA4664",NA,NA,NA
"ASV_3136","43132c805158b48eee3477b3b417ddcb","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium macacae"
"ASV_3137","7a9bb68f95d4c7c760d4d0a880a13278","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Telluria","Telluria forsythiae"
"ASV_3138","e9bfdff30c7d3d5c5653f32f0ce5da8a","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter","Lutimaribacter sp023703375"
"ASV_3139","03ed9628cf066f227bbb20da35798dd4","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Chiayiivirga","Chiayiivirga sp022647565"
"ASV_3140","6e799892ffbcb8bf2aecce667eeea2e5","Bacteria","Pseudomonadota","Alphaproteobacteria","Azospirillales","Azospirillaceae","Nitrospirillum","Nitrospirillum iridis"
"ASV_3141","0daccb360c8dc97bf95ede07c8d883ab","Bacteria","Acidobacteriota","Polarisedimenticolia","Gp22-AA2",NA,NA,NA
"ASV_3142","7842159428f1df296421f79cf841b523","Bacteria","Eremiobacterota","Eremiobacteria","Baltobacterales","Baltobacteraceae",NA,NA
"ASV_3143","84a8cdb20718ce79ad3843c65559f2fc","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9","VAYN01","VAYN01 sp005885405"
"ASV_3144","57498f5c99396e71bad3cd1ae2ff3789","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Micromonosporaceae","Micromonospora",NA
"ASV_3145","ec9afeaadb224ddddc02ce6881caa9f9","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_3146","2c5ee090e82d429e5d6e0e0eec309742","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","JACDGC01",NA,NA
"ASV_3147","ba2d728243c2c9154b9fb1f4dd992c79","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Agromyces","Agromyces agglutinans"
"ASV_3148","6c1dae047791b2f668437269ccd760c1","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidibrevibacterium",NA
"ASV_3149","ba73c6caa0c021453dc29cd3078c6408","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_3150","40a4e59c0749cb4a2a2b80ed9ada12f9","Bacteria","Chloroflexota","Chloroflexia","Chloroflexales","Herpetosiphonaceae",NA,NA
"ASV_3151","4e4a2ef47f5b5464dce47f80f4bdda27","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_3152","5dba2417eb1280e7243f9a90125dc636","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_C",NA,NA
"ASV_3153","34107fdb0720541ef3143688d811d105","Bacteria","Bacillota","Bacilli","Bacillales","Domibacillaceae",NA,NA
"ASV_3154","218fdbbf7924ab5e6d9a07febc88999c","Bacteria","Bacillota_A","Clostridia","Peptostreptococcales","Anaerovoracaceae","Zhenpiania","Zhenpiania sp910575405"
"ASV_3155","26083c3b77ff71983caee7e40a17c4c7","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae",NA,NA
"ASV_3156","1e30038895515fa078c31a8ce66a484e","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"ASV_3157","d95520504ee5a8ebea8d742af86df1ca","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV_3158","b578490673209a16def0c054cb8d5d9b","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_3159","eddce9ad1122f12d708a75cb2b3b2a77","Bacteria","Acidobacteriota","Terriglobia","Acidoferrales","UBA7541","Palsa-295","Palsa-295 sp021780215"
"ASV_3160","cc034c51fdf5ba54041952668c482779","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma","Acidisoma cellulosilyticum"
"ASV_3161","20100fd511db3b5d5c022bf5140d9023","Bacteria","Chloroflexota","UBA6077","UBA6077","UBA6077","JAJYNT01",NA
"ASV_3162","08a59e2f6542fb665ae416cf79bd5505","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buchnera","Buchnera aphidicola_Z"
"ASV_3163","36a96fc7ab04fe18a2616c7371e7e21a","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella","Gallionella kumadai"
"ASV_3164","9df660518eb80bc658f17e73a66bebb8","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_3165","fb39326d628d91a869e7bdda5e5405e0","Bacteria","Eremiobacterota","Eremiobacteria","Baltobacterales","Baltobacteraceae","Rubrimentiphilum",NA
"ASV_3166","0278639f012e21f07140177e64a3cd7c","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Cellulomonadaceae","Cellulomonas","Cellulomonas sp014837175"
"ASV_3167","0aa9c9c8cb02df0fcbd4507e073e5aea","Bacteria","Actinomycetota","Actinomycetia","Propionibacteriales","Nocardioidaceae","Marmoricola",NA
"ASV_3168","c2dd3912c0faa71185ea97de28b52b1e","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV_3169","07a99e7918bef0410508a6e192b70474","Bacteria","Bacillota","Bacilli","Staphylococcales","Salinicoccaceae","Nosocomiicoccus",NA
"ASV_3170","3cc1ce37007cfc38c31e4e5690b2086c","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASV_3171","84e12083b95641d44fa71a9e3acdbce4","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Ohtaekwangia",NA
"ASV_3172","671169b63d80a2595ffe5a7e76d796eb","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Capsulimonadaceae","Capsulimonas","Capsulimonas corticalis"
"ASV_3173","cd68ae6983c30b24d818d648680234b3","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Roseiarcus","Roseiarcus sp009765995"
"ASV_3174","fce3a54c85f6327d64e87bf89fe76d5c","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_3175","fa96cbd7b2df953f48e159b78c51527d","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV_3176","b9192c2630bf4e4f100fd84571c5f732","Bacteria","Chloroflexota","Chloroflexia","Thermomicrobiales","UBA6265","CADCWI01","CADCWI01 sp902806355"
"ASV_3177","f0f4169d93af6e63fbcb09d0e7f4ce74","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter_A","Mucilaginibacter_A arboris"
"ASV_3178","d9d3420d0a171e64e3e53e8275a29b3a","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidibrevibacterium",NA
"ASV_3179","5c21f017407dbb74aea300b42e85dd30","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae",NA,NA
"ASV_3180","a1442cbf4c30ee45e2ce20cb71f641fc","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidibrevibacterium",NA
"ASV_3181","e7702c4be1fe6c47ab8aed638f099d03","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Koribacteraceae","Koribacter","Koribacter versatilis_A"
"ASV_3182","3031edd90a00a690825c9c437c536f33","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV_3183","50b66295842618e494bdd5bfe9805f1d","Bacteria","Bacillota","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus_A",NA
"ASV_3184","cf0e6c1420bfd2529ca737d27f21a8cf","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae",NA,NA
"ASV_3185","289481e281d9bd06c267d76d95bb466e","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas_N","Sphingomonas_N chungangi"
"ASV_3186","e0a91db23c8e24abe8d4054d1cd749a3","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","CAMDGX01","CAMDGX01 sp945897825"
"ASV_3187","99f41a156aa396e94dfadb00d63d8eb3","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodopila","Rhodopila sp009765975"
"ASV_3188","25a915df9c9e71bd58caa7bd30f80b62","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","SbA1","Sulfotelmatobacter","Sulfotelmatobacter sp020073385"
"ASV_3189","1c73e1dd8862b6fdbc044d6e0d9ecc26","Bacteria","Bacillota","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium",NA
"ASV_3190","0b4fbde87cfacef40c78450e9b0cba7e","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus",NA
"ASV_3191","1c5f9cd93483a1a5d7a5fdcb7b156ddd","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","70-9","VAYN01","VAYN01 sp005885405"
"ASV_3192","f80d56817da1e7c6646c20766681b65b","Bacteria","Pseudomonadota","Gammaproteobacteria","REEB76","REEB76","REEB76","REEB76 sp021816765"
"ASV_3193","a6c9d9e2159c39bcae3c6fa95fca503f","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga",NA
"ASV_3194","a5cc4192d0b370e1eb6f7e012b1b6d12","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","KBS-96","KBS-96 sp000381625"
"ASV_3195","84b4f02e340c05855f2e9fc62d477b2e","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_3196","8e71f16ac47d5d8471bd2b05391daacd","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter",NA
"ASV_3197","c74b616a2e8d16932161bd61a4830d9b","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_3198","bffbe643ed9518614e1e2caec8778bdd","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA
"ASV_3199","26ce6b4b7c93936b345209596e7e3d8b","Bacteria","Gemmatimonadota","Gemmatimonadetes","Longimicrobiales",NA,NA,NA
"ASV_3200","c3fbb315756e92bcfd72b1ca2dc77a60","Bacteria","Pseudomonadota","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Rickettsiella_B",NA
"ASV_3201","42de6a88e2f89473ff2a224c9753ebb9","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Chondromyces","Chondromyces crocatus"
"ASV_3202","c54f5584f8f7059d2ab809832d6aed79","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3203","c88bd671675a0b10510a6dfac6ead291","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_D","Granulicella_D aggregans"
"ASV_3204","54849e296ea0565e551770e46f837036","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA
"ASV_3205","d1d7f4b61984fe363ee9d67877acd46c","Bacteria","Pseudomonadota","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA,NA
"ASV_3206","41508b3244d8930238dde3db7c17c0cd","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV_3207","f2876ef5c19c0610b2583072709988d0","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Lichenicola",NA
"ASV_3208","3344cfc1298bd41eda105a00874e6e2b","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Pseudonocardiaceae","Actinocrispum","Actinocrispum wychmicini"
"ASV_3209","739091e991831e58e8994dd44eefd31d","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae",NA,NA
"ASV_3210","745c39aae97a50b799a5a46e126d8c9c","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae",NA,NA
"ASV_3211","1619c383009d8ee7834187fc52267611","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Tautonia",NA
"ASV_3212","a63a99c12ba74f9a99a0b623769ff4f6","Bacteria","Chloroflexota","Anaerolineae","Anaerolineales",NA,NA,NA
"ASV_3213","1cf2a23d1ef42899d098db0ef9d5043f","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_3214","f9c5c5bbcdb9924ed613a7cb599261de","Bacteria","Dormibacterota","Dormibacteria","CF-121","CF-121","CF-121","CF-121 sp005880615"
"ASV_3215","41f3f39a0335a7392afa80327caf0f77","Bacteria","Bacillota_A","Clostridia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus provencensis"
"ASV_3216","3e150ccbf8dc11e57339f9b03a2975eb","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","UBA7672","UBA7672 sp018969425"
"ASV_3217","6e71809ecd5fded8b459390bc7ddb42a","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Dictyobacter","Dictyobacter sp015099395"
"ASV_3218","22cf829176c6a3554f776eaa13c5eb59","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae",NA,NA
"ASV_3219","8a7b7d9ec926cbe1b023accf7b9bd65b","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Bog-793","JAKAOD01","JAKAOD01 sp021786195"
"ASV_3220","f699a479c9c0d22623b1205ea2975199","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_C",NA
"ASV_3221","2bc5189f15c96d1888e8bc71d23beed6","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma","Acidisoma cellulosilyticum"
"ASV_3222","e631e3d60f54103d201c29a58daef8bd","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV_3223","dfef3e5d321b7f970d8b543fc63b99e8","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV_3224","e74fdfc95aa73153c874af2ba9ea60ee","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA
"ASV_3225","9cca219ac7e1d9722ab63545dc219ecd","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_B",NA
"ASV_3226","cc10580de2fde2f6e551e5f2c0800e2d","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_3227","88ce0bcae9bb3db826e78a85d7d0cefa","Bacteria","Pseudomonadota","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","13-2-20CM-66-19",NA
"ASV_3228","521f583fa25ebda907ea8b5889630b40","Bacteria","Pseudomonadota","Alphaproteobacteria","ATCC43930","Stellaceae","AP-15","AP-15 sp021812165"
"ASV_3229","30d559dcb2a27ab73f998e1948f82a0f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas_E",NA
"ASV_3230","2be5956c24ec7232b168a7928114412a","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Edaphobacter","Edaphobacter lichenicola_E"
"ASV_3231","e3f9ee03779e64e28418527006879b31","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium",NA
"ASV_3232","bd270b3049b4b1d122abc929292bbb8a","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","UBA11358","UBA11358 sp021817945"
"ASV_3233","b398c9f5a28eb3de2e4e987e5a10547d","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","SCN-69-37","SCN-69-37",NA
"ASV_3234","b058f54a92680f297675ef70b534d983","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylovirgula",NA
"ASV_3235","c44e40763645bbe40461cbab4d614d3f","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae",NA,NA
"ASV_3236","83c9b8ce0ebc23be86ccb2e5f177b1a4","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV_3237","569891d267af6215234690ae8e17e71f","Bacteria","Actinomycetota","Acidimicrobiia","IMCC26256",NA,NA,NA
"ASV_3238","1de2096742a53bd0412d14f3051f2900","Bacteria","Actinomycetota","Actinomycetia","Mycobacteriales","Jatrophihabitantaceae","Jatrophihabitans_A","Jatrophihabitans_A telluris"
"ASV_3239","0ddec563a4996df0a5fa1b662c2f2abf","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_C","Bordetella_B",NA
"ASV_3240","b5d4b264e5f7f7a0f54646838cff9474","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","Pedobacter sp001424305"
"ASV_3241","056f9d7cff89bd88f9bb1d9f7b40ee54","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Parachlamydiaceae",NA,NA
"ASV_3242","01f8657b904bb95f8d876166cbbd3ecb","Bacteria","Pseudomonadota","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","Rhizomicrobium sp021851325"
"ASV_3243","bb6b2571231ed6d2961bef6c73885eb1","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Koribacteraceae",NA,NA
"ASV_3244","cb3a5c077562bd714a768a1fa907ebef","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_C","Granulicella_C pectinivorans"
"ASV_3245","1159c392b49373ad2fdfa0d1f090123b","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV_3246","60bb132f3a1adfedb65f31b30b71fc79","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Lichenicola","Lichenicola cladoniae"
"ASV_3247","8628b1c26163f86d673d706e78a7dc97","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV_3248","1c6dcc94598f64b1a6c220bddc45b6e8","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_B","Variovorax",NA
"ASV_3249","4dd955b69ecd82c3b11155db1a425e7c","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terriglobus",NA
"ASV_3250","5e9243f24555057c9e44307c9531f765","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_3251","25b0b4de7e68fb2cd80fa1b683420576","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV_3252","63e6e4e35938210775bc8f5fed9f483d","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV_3253","7431c93410be02025a7b8c2179bc4750","Bacteria","Bacillota_B","Dehalobacteriia",NA,NA,NA,NA
"ASV_3254","67ad5e5b5a04294fd3624a216244c395","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae",NA,NA
"ASV_3255","78fec7cc0038e895ddf45db0cfc1f2de","Bacteria","Myxococcota","XYA12-FULL-58-9","XYA12-FULL-58-9","JALHOP01","JALHOP01","JALHOP01 sp022842935"
"ASV_3256","641be5d49fe2bf201ac38766d976022d","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Archangium",NA
"ASV_3257","b72aa9b4db5ad34703e2ac9d762d8db4","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","UBA11358","UBA11358",NA
"ASV_3258","163c35a90a30f3059cbcdcb0e8b11d50","Bacteria","Pseudomonadota","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidisoma","Acidisoma cellulosilyticum"
"ASV_3259","f14d3edae2eb1a521cd2f558d185de10","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Chersky-822","Chersky-822 sp021792855"
"ASV_3260","8405088b6189faf6a7ac70405b8cf2b1","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_B","Comamonas",NA
"ASV_3261","c7dbd138ce1ae3b0630e9c896dd976ae","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","EB88","EB88 sp003858395"
"ASV_3262","19514608a8a30a673364a5f84481496e","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Mariniphaga",NA
"ASV_3263","505daee2b71e168eb3b50c2183ab3ab2","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas_E",NA
"ASV_3264","c205f102615e5e4450c88e54c14d9e24","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV_3265","7633bdfbf11b848c588e76dbd501ac1c","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV_3266","56562673819233d7edef018971dc9715","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales",NA,NA,NA
"ASV_3267","906238c3170ec53c37746fa726153ad2","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales",NA,NA,NA
"ASV_3268","b280e5a8d838c81e7aa6c4094538a9c3","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_C",NA
"ASV_3269","8fdc291c16d245f3e693e883a242d324","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Lutimaribacter",NA
"ASV_3270","b346c85114af1076189b756be7df4515","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae",NA,NA
"ASV_3271","6bc71922c8fc1f3d3e98b1ca5ca2504f","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio",NA
"ASV_3272","2780d103e1c82857c782cb7eff224578","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Koribacteraceae",NA,NA
"ASV_3273","8ea79d88199bd8dd2c7e469282a4e8fd","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas aurantiaca"
"ASV_3274","b03d2e5ac94c7a0d115e5c542e9315e8","Bacteria","Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae",NA,NA
"ASV_3275","bc067387352c2d7a95576b3a570b49f5","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae",NA,NA
"ASV_3276","d5ef3248a6c4f7cf1d03a8ee57300f5f","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV_3277","c100d8ebb1f8e3f46fa613c2d0de815e","Bacteria","Pseudomonadota","Alphaproteobacteria","Rickettsiales","Midichloriaceae",NA,NA
"ASV_3278","93e24884925cae6a2e3134217b58c675","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Capillimicrobium","Capillimicrobium parvum"
"ASV_3279","9386345d815abe81dd298a3e1c431692","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae",NA,NA
"ASV_3280","4e73bb1f26d60c54df23cd4458c4dbf8","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","UBA2999","Gp6-AA45","Gp6-AA45 sp020073005"
"ASV_3281","0a93a0bcf35baff81388772124991964","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomicrobium","Sphingomicrobium sediminicola"
"ASV_3282","d817c1c9b1a55b6af451568e6e5fa39e","Bacteria","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Citrobacter_A",NA
"ASV_3283","cdd0adfc55a80c89d024be1d9fc51a9b","Bacteria","Bacillota","Bacilli","RF39","UBA660","RUG14121","RUG14121 sp016297695"
"ASV_3284","b96867c4efea6ea0e03626e6cbdd7e93","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Dermatophilaceae","Pedococcus","Pedococcus sp001429605"
"ASV_3285","7870f62023727acc20c66ee1c92f0c0f","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Microbacteriaceae","Agromyces",NA
"ASV_3286","2ba52900b01b0957c9640e043f70fd16","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_3287","57e77e6db4dac426aa73e428c9c80267","Bacteria","Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","Moraxella sp002224245"
"ASV_3288","9effa566cc1cb4eeadec7cb0d861fcd8","Bacteria","Actinomycetota","Actinomycetia","Actinomycetales","Dermabacteraceae","Dermabacter","Dermabacter sp025147465"
"ASV_3289","f7ae50decd605ac6837f8d19a6c0abfb","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella_D","Granulicella_D aggregans"
"ASV_3290","1027db05e0dc340b30102e8aad01d843","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"ASV_3291","2d2a2ba803f5e2c60e36accfb9740aef","Bacteria","Actinomycetota","Acidimicrobiia","IMCC26256",NA,NA,NA
"ASV_3292","87ace68671b521fa779b33d5fcf2b782","Bacteria","Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus_E",NA
"ASV_3293","dae524622df53298256167c9930e06fe","Bacteria","Pseudomonadota","Gammaproteobacteria","Burkholderiales","Burkholderiaceae_B","Giesbergeria",NA
"ASV_3294","3888db5192a925880bf82afbab94cdd4","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Trebonia","Trebonia kvetii"
"ASV_3295","4fc743f496d81f4cc7346e2c21a0a024","Bacteria","Pseudomonadota","Alphaproteobacteria","ATCC43930","Stellaceae","AP-15","AP-15 sp021812165"
"ASV_3296","a789347789babe3980ead43d3315befd","Bacteria","Bdellovibrionota","UBA1018","UBA1018","UBA1018",NA,NA
"ASV_3297","d3352b6112807e0af3deb9ac0aba0112","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV_3298","2cee02527002b31995c6091b8028c601","Bacteria","Actinomycetota","Actinomycetia","Streptosporangiales","Streptosporangiaceae","Nocardiopsis","Nocardiopsis metallicus"
