"ASV_ID","Leaf_16S_F1_R2","Leaf_16S_F10_R10","Leaf_16S_F10_R9","Leaf_16S_F11_R1","Leaf_16S_F11_R2","Leaf_16S_F11_R3","Leaf_16S_F13_R20","Leaf_16S_F13_R21","Leaf_16S_F14_R18","Leaf_16S_F14_R6","Leaf_16S_F15_R4","Leaf_16S_F15_R5","Leaf_16S_F15_R6","Leaf_16S_F15_R7","Leaf_16S_F15_R8","Leaf_16S_F16_R1","Leaf_16S_F16_R2","Leaf_16S_F16_R3","Leaf_16S_F16_R4","Leaf_16S_F16_R5","Leaf_16S_F16_R6","Leaf_16S_F16_R7","Leaf_16S_F16_R8","Leaf_16S_F17_R1","Leaf_16S_F17_R2","Leaf_16S_F17_R20","Leaf_16S_F17_R3","Leaf_16S_F17_R4","Leaf_16S_F17_R5","Leaf_16S_F17_R6","Leaf_16S_F17_R7","Leaf_16S_F17_R8","Leaf_16S_F18_R1","Leaf_16S_F18_R2","Leaf_16S_F18_R3","Leaf_16S_F18_R4","Leaf_16S_F18_R5","Leaf_16S_F18_R6","Leaf_16S_F18_R7","Leaf_16S_F18_R8","Leaf_16S_F19_R1","Leaf_16S_F19_R2","Leaf_16S_F19_R3","Leaf_16S_F19_R4","Leaf_16S_F19_R5","Leaf_16S_F19_R6","Leaf_16S_F19_R7","Leaf_16S_F19_R8","Leaf_16S_F2_R11","Leaf_16S_F20_R1","Leaf_16S_F20_R2","Leaf_16S_F20_R22","Leaf_16S_F20_R3","Leaf_16S_F20_R4","Leaf_16S_F20_R5","Leaf_16S_F20_R6","Leaf_16S_F20_R7","Leaf_16S_F20_R8","Leaf_16S_F21_R1","Leaf_16S_F21_R19","Leaf_16S_F21_R2","Leaf_16S_F21_R20","Leaf_16S_F21_R21","Leaf_16S_F21_R3","Leaf_16S_F21_R4","Leaf_16S_F21_R5","Leaf_16S_F24_R19","Leaf_16S_F24_R20","Leaf_16S_F24_R21","Leaf_16S_F3_R2","Leaf_16S_F3_R5","Leaf_16S_F3_R8","Leaf_16S_F3_R9","Leaf_16S_F5_R15","Leaf_16S_F5_R16","Leaf_16S_F6_R13","Leaf_16S_F6_R14","Leaf_16S_F6_R15","Leaf_16S_F6_R5","Leaf_16S_F6_R6","Leaf_16S_F6_R7","Leaf_16S_F6_R8","Leaf_16S_F6_R9","Leaf_16S_F7_R1","Leaf_16S_F7_R2","Leaf_16S_F7_R7","Leaf_16S_F7_R8","Leaf_16S_F8_R1","Leaf_16S_F9_R12","Leaf_16S_F9_R13","Soil_16S_F10_R12","Soil_16S_F10_R13","Soil_16S_F11_R3","Soil_16S_F11_R4","Soil_16S_F11_R5","Soil_16S_F13_R22","Soil_16S_F13_R23","Soil_16S_F14_R20","Soil_16S_F14_R8","Soil_16S_F15_R3","Soil_16S_F15_R4","Soil_16S_F15_R5","Soil_16S_F15_R6","Soil_16S_F15_R7","Soil_16S_F15_R8","Soil_16S_F16_R1","Soil_16S_F16_R2","Soil_16S_F16_R3","Soil_16S_F16_R4","Soil_16S_F16_R5","Soil_16S_F16_R6","Soil_16S_F16_R7","Soil_16S_F16_R8","Soil_16S_F17_R1","Soil_16S_F17_R2","Soil_16S_F17_R23","Soil_16S_F17_R3","Soil_16S_F17_R4","Soil_16S_F17_R5","Soil_16S_F17_R6","Soil_16S_F17_R7","Soil_16S_F17_R8","Soil_16S_F18_R1","Soil_16S_F18_R2","Soil_16S_F18_R3","Soil_16S_F18_R4","Soil_16S_F18_R5","Soil_16S_F18_R6","Soil_16S_F18_R7","Soil_16S_F18_R8","Soil_16S_F19_R1","Soil_16S_F19_R2","Soil_16S_F19_R3","Soil_16S_F19_R4","Soil_16S_F19_R5","Soil_16S_F19_R6","Soil_16S_F19_R7","Soil_16S_F19_R8","Soil_16S_F2_R13","Soil_16S_F20_R1","Soil_16S_F20_R2","Soil_16S_F20_R24","Soil_16S_F20_R3","Soil_16S_F20_R4","Soil_16S_F20_R5","Soil_16S_F20_R6","Soil_16S_F20_R7","Soil_16S_F20_R8","Soil_16S_F21_R1","Soil_16S_F21_R2","Soil_16S_F21_R21","Soil_16S_F21_R22","Soil_16S_F21_R23","Soil_16S_F21_R3","Soil_16S_F21_R4","Soil_16S_F24_R21","Soil_16S_F24_R22","Soil_16S_F24_R23","Soil_16S_F3_R1","Soil_16S_F3_R11","Soil_16S_F3_R2","Soil_16S_F4_R1","Soil_16S_F4_R2","Soil_16S_F6_R10","Soil_16S_F6_R11","Soil_16S_F6_R15","Soil_16S_F6_R16","Soil_16S_F6_R6","Soil_16S_F6_R7","Soil_16S_F6_R8","Soil_16S_F6_R9","Soil_16S_F7_R1","Soil_16S_F7_R2","Soil_16S_F7_R3","Soil_16S_F7_R8","Soil_16S_F7_R9","Soil_16S_F8_R1","Soil_16S_F8_R2","Soil_16S_F9_R14","Soil_16S_F9_R15","Stem_16S_F10_R14","Stem_16S_F10_R9","Stem_16S_F11_R3","Stem_16S_F11_R4","Stem_16S_F11_R5","Stem_16S_F13_R1","Stem_16S_F13_R2","Stem_16S_F14_R17","Stem_16S_F14_R18","Stem_16S_F14_R23","Stem_16S_F15_R3","Stem_16S_F15_R6","Stem_16S_F15_R7","Stem_16S_F15_R8","Stem_16S_F16_R1","Stem_16S_F16_R2","Stem_16S_F16_R4","Stem_16S_F16_R5","Stem_16S_F16_R6","Stem_16S_F16_R7","Stem_16S_F16_R8","Stem_16S_F17_R1","Stem_16S_F17_R2","Stem_16S_F17_R3","Stem_16S_F17_R4","Stem_16S_F17_R5","Stem_16S_F17_R6","Stem_16S_F17_R7","Stem_16S_F17_R8","Stem_16S_F18_R1","Stem_16S_F18_R17","Stem_16S_F18_R2","Stem_16S_F18_R3","Stem_16S_F18_R4","Stem_16S_F18_R5","Stem_16S_F18_R6","Stem_16S_F18_R7","Stem_16S_F18_R8","Stem_16S_F19_R1","Stem_16S_F19_R2","Stem_16S_F19_R3","Stem_16S_F19_R4","Stem_16S_F19_R5","Stem_16S_F19_R6","Stem_16S_F19_R7","Stem_16S_F19_R8","Stem_16S_F2_R14","Stem_16S_F20_R2","Stem_16S_F20_R3","Stem_16S_F20_R4","Stem_16S_F20_R5","Stem_16S_F20_R6","Stem_16S_F20_R7","Stem_16S_F20_R8","Stem_16S_F21_R1","Stem_16S_F21_R19","Stem_16S_F21_R2","Stem_16S_F21_R24","Stem_16S_F21_R3","Stem_16S_F21_R4","Stem_16S_F21_R5","Stem_16S_F21_R6","Stem_16S_F21_R7","Stem_16S_F21_R8","Stem_16S_F22_R1","Stem_16S_F22_R17","Stem_16S_F22_R18","Stem_16S_F24_R24","Stem_16S_F3_R12","Stem_16S_F3_R2","Stem_16S_F3_R3","Stem_16S_F4_R1","Stem_16S_F4_R2","Stem_16S_F6_R11","Stem_16S_F6_R12","Stem_16S_F6_R13","Stem_16S_F6_R6","Stem_16S_F6_R7","Stem_16S_F6_R8","Stem_16S_F7_R1","Stem_16S_F7_R10","Stem_16S_F7_R11","Stem_16S_F7_R2","Stem_16S_F7_R3","Stem_16S_F7_R8","Stem_16S_F7_R9","Stem_16S_F8_R1","Stem_16S_F8_R2"
"ASV_11",2,2,10,141,18,541,8,24,841,39,5,6,12,1098,10,68,29,16,34,206,81,2030,14,104,5,7,30,1,235,78,202,1,125,20,85,68,245,183,205,23,13,0,2,9,70,30,12,40,79,604,19,10,330,14,226,24,369,210,110,35,160,145,49,85,17,677,365,28,50,35,15,305,2,2,65,217,85,73,525,19,5,2,15,12,2,2,110,11,15,5,0,1,2,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,15,17,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,23,1,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,1,0,0,0,2,0,0,0,1,0,4,0,0,87,0,0,0,0,0,0,0,3,2,2,2,3,1,2,42,1
"ASV_12",0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,37,77,43,45,698,73,54,50,173,105,133,230,85,133,145,245,309,369,203,137,78,155,88,80,24,43,17,76,43,134,37,36,31,55,27,32,44,58,368,105,358,114,72,102,130,107,41,64,105,37,247,67,18,31,53,212,50,11,20,3,4,0,3,3,107,47,225,226,40,346,66,52,51,188,27,37,58,162,147,64,480,226,461,51,41,146,146,102,630,0,0,0,0,0,0,0,8,21,0,0,0,0,0,0,0,6,1,35,0,0,0,59,0,0,0,12,0,0,76,0,2,1,0,1,3,0,0,0,0,0,0,0,2,88,0,26,0,19,0,0,0,0,0,38,0,0,0,1,1,0,0,0,0,0,0,0,2,0,4,0,0,0,0,27,162,3,1,3,0,0,0,0,0,0,0,0,0
"ASV_13",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,105,42,38,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_14",89,0,0,405,78,172,52,158,541,252,11,12,10,195,88,147,47,16,139,209,259,112,114,3,12,155,70,19,228,124,309,1,511,358,227,230,119,645,143,98,2,4,2,99,154,14,49,110,1,76,100,10,32,148,248,39,105,275,45,380,218,223,1,13,37,70,711,50,8,3,3,457,1,1,61,57,33,49,151,6,6,2,11,8,2,1,215,164,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,10,0
"ASV_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,115,0,0,458,671,497,90,211,14,11,130,230,10,55,8,376,9,8,134,356,118,28,35,46,9,67,67,69,270,91,264,299,214,184,444,402,871,397,227,443,1085,218,541,80,25,12,29,15,287,9,363,16,43,369,55,209,120,245,692,460,472,243,272,74,66,23,5,147,5,1,64,9,677,16,214,357,26,609,43,484,106,35,252,84,148,32,23,649,831,294,50,26,205,0,0,0,0,0,0,0,0,43,0,0,0,4,0,0,0,0,0,0,0,0,3,3,1,1,2,0,2,241,22,0,1,0,1,24,3,0,0,0,0,0,2,0,2,3,0,46,0,74,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,54,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_16",0,0,0,0,0,0,0,0,5,0,1,6,33,3,6,0,2,7,0,0,1,0,0,11,1,0,1,1,0,0,0,0,28,0,1,3,0,0,2,0,25,0,0,0,0,1,0,0,0,4,0,6,1,0,0,2,0,2,0,0,0,0,2,0,0,0,6,4,0,0,5,2,1,0,0,0,0,3,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,2,42,2,39,0,0,0,14,3,14,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,169,1,0,118,0,2,1,18,10,20,82,45,37,0,20,0,8,1,0,0,3,0,53,14,3,31,661,16,44,3,3,1,2,54,2,2,0,0,1,0,0,0,0,19,8,0,3,0,0,0,1,0,14,5,4,1,4,14,68,67
"ASV_17",42,3,4,43,4,89,323,117,159,44,96,19,247,54,96,1059,518,36,93,248,494,59,222,334,48,32,207,2,4,9,51,2,144,16,29,24,35,27,22,8,174,7,169,140,440,519,474,92,61,0,96,1,25,26,4,4,32,36,8,60,25,15,1,6,0,17,518,254,3,24,124,40,4,4,661,0,75,1,182,52,1,175,81,288,6,1,60,58,59,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ASV_18",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,10,16,25,16,34,178,147,17,17,1247,98,201,156,249,650,121,171,143,458,864,165,252,98,54,82,9,33,13,15,26,40,13,16,20,23,11,7,21,16,135,86,725,221,100,112,102,117,34,269,17,11,98,10,12,11,17,32,13,2,10,8,2,4,5,8,210,100,112,485,40,753,16,16,138,76,26,17,48,93,70,76,151,218,805,28,22,42,35,412,820,0,35,0,0,0,74,0,9,1,0,0,0,0,0,104,0,41,1,1,2,1,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,1,0,0,0,0,0,0,0,5,112,0,3,0,0,0,0,0,0,0,1,0,0
"ASV_19",1,0,0,0,14,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,21,13,32,5,0,6,0,142,1,0,0,0,0,1,35,31,0,0,0,1,0,0,674,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,21,11,21,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,5,0,0,0,0,1,5,0,0,0,1,1,0,0
"ASV_20",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,4,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,39,0,0,1,391,37,39,130,19,57,111,65,99,2,120,125,62,120,12,106,32,263,3,5,5,84,23,37,5,1,4,70,101,33,43,19,3,1,44,58,3,31,100,49,60,71,1295,57,235,56,165,40,126,136,30,135,20,187,91,77,84,93,24,14,1,5,33,0,24,0,69,2,9,194,496,2,12,14,0,27,5,0,1,1,213,1,2
"ASV_21",201,0,0,223,0,43,34,92,250,4,19,8,69,73,69,242,11,18,10,23,191,2,171,208,4,13,600,10,6,5,7,1,61,10,0,39,0,40,1,8,94,6,137,43,433,347,36,855,2,5,1,0,1,9,17,2,18,13,0,37,3,71,2,9,10,4,143,226,5,38,3,47,0,2,252,3,32,2,137,0,4,2,80,528,2,2,3,111,45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,78,183,86,81,43,49,159,166,117,80,111,85,107,130,250,209,161,172,162,138,174,98,166,94,105,166,98,107,97,290,91,182,174,105,100,195,138,110,105,172,131,92,73,72,117,108,52,64,107,98,153,192,56,104,70,141,42,189,97,42,27,25,18,142,51,33,33,113,57,87,151,98,48,109,86,136,37,98,156,91,335,82,90,127,125,320,156,94,160,0,0,0,12,0,19,1,1,11,2,0,0,0,1,0,0,2,14,6,0,0,0,20,1,0,1,29,0,111,53,0,1,1,0,0,26,0,0,12,1,0,17,0,2,27,1,15,0,88,0,24,2,8,0,37,1,0,1,5,1,1,4,0,1,0,2,0,0,0,10,0,22,7,4,0,34,0,16,0,0,0,0,0,0,0,1,0,0
"ASV_23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,137,2,0,8,4,0,0,0,0,0,8,13,27,19,46,26,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,410,5,10,24,1,22,10,6,0,0,0,0,12,2,0,0,0,0,0,1,7,0,9575,44,14,0,1,0,1,41,0,0,1,1,1,8,0,0,0,2,0,0
"ASV_24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,8,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,380,0,0,0,0,0,1,0,0,0,3,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,74,0,0,0,11,1,0,0,1,0,0,0,0,0,0,0
"ASV_25",64,4,2,205,102,42,22,4,212,48,51,3,17,19,4,86,89,28,34,117,177,27,8,30,41,73,30,3,23,99,79,3,150,144,66,59,38,67,28,24,21,11,412,35,345,99,107,197,17,37,60,3,51,9,51,105,25,91,24,220,40,197,11,29,1,12,32,45,0,10,17,19,18,3,221,0,0,22,3,12,0,52,64,222,4,2,37,85,174,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_26",36,2,3,27,4,48,6,93,321,10,3,3,9,74,29,71,12,6,1,325,63,31,19,25,3,306,14,6,75,190,127,6,200,587,17,68,9,81,43,39,2,2,1,103,83,31,58,90,0,154,69,0,9,221,55,22,10,19,1,291,55,55,6,15,9,3,161,20,5,1,0,185,2,116,18,26,1,53,5,32,1,0,0,32,4,5,24,16,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
"ASV_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,542,621,122,233,5,17,282,495,3,4,3,97,1,1,52,53,33,8,5,17,13,20,37,21,125,41,244,163,170,251,387,272,393,441,274,468,714,469,180,30,6,6,0,2,77,7,355,10,48,359,24,301,43,238,366,492,420,204,220,66,89,25,6,100,1,0,13,2,430,5,196,190,17,223,32,478,42,17,71,24,68,19,5,428,635,241,50,7,36,0,0,0,2,0,0,0,0,31,0,0,0,1,2,0,0,0,0,6,0,0,1,4,3,1,2,0,7,351,9,0,86,0,0,25,2,2,0,9,1,0,0,30,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,29,37,10,49,82,14,47,76,15,27,29,91,56,43,49,23,24,115,29,35,23,23,24,27,39,31,24,50,38,27,28,18,22,13,30,23,16,23,92,34,28,25,13,24,21,24,25,102,21,32,24,6,20,6,22,17,28,38,10,3,11,13,9,8,8,4,63,11,55,41,29,37,27,251,22,7,37,40,17,30,87,61,22,11,79,68,52,26,0,15,1,0,5,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,5,27,0,1,2,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,36,47,3,14,0,0,2,2,1,2,0,0,1,0,0,0,0,0,0,1,2,62,0,0,0,1,0,0,0,1,0,0,0,0
"ASV_29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,80,131,104,74,84,24,193,543,18,31,19,75,14,16,49,25,12,9,15,18,16,16,40,78,174,70,67,270,89,390,75,140,116,257,930,345,131,255,64,90,21,14,15,10,50,31,26,7,138,358,13,60,27,333,95,24,80,88,553,241,11,110,39,61,11,1,32,9,113,4,176,218,9,190,19,364,12,32,58,15,18,12,136,17,41,435,394,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
