"ASV_ID","Leaf_ITS_F1_R2","Leaf_ITS_F10_R10","Leaf_ITS_F10_R9","Leaf_ITS_F11_R1","Leaf_ITS_F11_R2","Leaf_ITS_F11_R3","Leaf_ITS_F13_R20","Leaf_ITS_F13_R21","Leaf_ITS_F14_R18","Leaf_ITS_F14_R6","Leaf_ITS_F15_R4","Leaf_ITS_F15_R5","Leaf_ITS_F15_R6","Leaf_ITS_F15_R7","Leaf_ITS_F15_R8","Leaf_ITS_F16_R1","Leaf_ITS_F16_R2","Leaf_ITS_F16_R3","Leaf_ITS_F16_R4","Leaf_ITS_F16_R5","Leaf_ITS_F16_R6","Leaf_ITS_F16_R7","Leaf_ITS_F16_R8","Leaf_ITS_F17_R1","Leaf_ITS_F17_R2","Leaf_ITS_F17_R20","Leaf_ITS_F17_R3","Leaf_ITS_F17_R4","Leaf_ITS_F17_R5","Leaf_ITS_F17_R6","Leaf_ITS_F17_R7","Leaf_ITS_F17_R8","Leaf_ITS_F18_R1","Leaf_ITS_F18_R2","Leaf_ITS_F18_R3","Leaf_ITS_F18_R4","Leaf_ITS_F18_R5","Leaf_ITS_F18_R6","Leaf_ITS_F18_R7","Leaf_ITS_F18_R8","Leaf_ITS_F19_R1","Leaf_ITS_F19_R2","Leaf_ITS_F19_R3","Leaf_ITS_F19_R4","Leaf_ITS_F19_R5","Leaf_ITS_F19_R6","Leaf_ITS_F19_R7","Leaf_ITS_F19_R8","Leaf_ITS_F2_R11","Leaf_ITS_F20_R1","Leaf_ITS_F20_R2","Leaf_ITS_F20_R22","Leaf_ITS_F20_R3","Leaf_ITS_F20_R4","Leaf_ITS_F20_R5","Leaf_ITS_F20_R6","Leaf_ITS_F20_R7","Leaf_ITS_F20_R8","Leaf_ITS_F21_R1","Leaf_ITS_F21_R19","Leaf_ITS_F21_R2","Leaf_ITS_F21_R20","Leaf_ITS_F21_R21","Leaf_ITS_F21_R3","Leaf_ITS_F21_R4","Leaf_ITS_F21_R5","Leaf_ITS_F24_R19","Leaf_ITS_F24_R20","Leaf_ITS_F24_R21","Leaf_ITS_F3_R2","Leaf_ITS_F3_R5","Leaf_ITS_F3_R8","Leaf_ITS_F3_R9","Leaf_ITS_F5_R15","Leaf_ITS_F5_R16","Leaf_ITS_F6_R13","Leaf_ITS_F6_R14","Leaf_ITS_F6_R15","Leaf_ITS_F6_R5","Leaf_ITS_F6_R6","Leaf_ITS_F6_R7","Leaf_ITS_F6_R8","Leaf_ITS_F6_R9","Leaf_ITS_F7_R1","Leaf_ITS_F7_R2","Leaf_ITS_F7_R7","Leaf_ITS_F7_R8","Leaf_ITS_F8_R1","Leaf_ITS_F9_R12","Leaf_ITS_F9_R13","Soil_ITS_F10_R12","Soil_ITS_F10_R13","Soil_ITS_F11_R3","Soil_ITS_F11_R4","Soil_ITS_F11_R5","Soil_ITS_F13_R22","Soil_ITS_F13_R23","Soil_ITS_F14_R20","Soil_ITS_F14_R8","Soil_ITS_F15_R3","Soil_ITS_F15_R4","Soil_ITS_F15_R5","Soil_ITS_F15_R6","Soil_ITS_F15_R7","Soil_ITS_F15_R8","Soil_ITS_F16_R1","Soil_ITS_F16_R2","Soil_ITS_F16_R3","Soil_ITS_F16_R4","Soil_ITS_F16_R5","Soil_ITS_F16_R6","Soil_ITS_F16_R7","Soil_ITS_F16_R8","Soil_ITS_F17_R1","Soil_ITS_F17_R2","Soil_ITS_F17_R23","Soil_ITS_F17_R3","Soil_ITS_F17_R4","Soil_ITS_F17_R5","Soil_ITS_F17_R6","Soil_ITS_F17_R7","Soil_ITS_F17_R8","Soil_ITS_F18_R1","Soil_ITS_F18_R2","Soil_ITS_F18_R3","Soil_ITS_F18_R4","Soil_ITS_F18_R5","Soil_ITS_F18_R6","Soil_ITS_F18_R7","Soil_ITS_F18_R8","Soil_ITS_F19_R1","Soil_ITS_F19_R2","Soil_ITS_F19_R3","Soil_ITS_F19_R4","Soil_ITS_F19_R5","Soil_ITS_F19_R6","Soil_ITS_F19_R7","Soil_ITS_F19_R8","Soil_ITS_F2_R13","Soil_ITS_F20_R1","Soil_ITS_F20_R2","Soil_ITS_F20_R24","Soil_ITS_F20_R3","Soil_ITS_F20_R4","Soil_ITS_F20_R5","Soil_ITS_F20_R6","Soil_ITS_F20_R7","Soil_ITS_F20_R8","Soil_ITS_F21_R1","Soil_ITS_F21_R2","Soil_ITS_F21_R21","Soil_ITS_F21_R22","Soil_ITS_F21_R23","Soil_ITS_F21_R3","Soil_ITS_F21_R4","Soil_ITS_F24_R21","Soil_ITS_F24_R22","Soil_ITS_F24_R23","Soil_ITS_F3_R1","Soil_ITS_F3_R11","Soil_ITS_F3_R2","Soil_ITS_F4_R1","Soil_ITS_F4_R2","Soil_ITS_F6_R10","Soil_ITS_F6_R11","Soil_ITS_F6_R15","Soil_ITS_F6_R16","Soil_ITS_F6_R6","Soil_ITS_F6_R7","Soil_ITS_F6_R8","Soil_ITS_F6_R9","Soil_ITS_F7_R1","Soil_ITS_F7_R2","Soil_ITS_F7_R3","Soil_ITS_F7_R8","Soil_ITS_F7_R9","Soil_ITS_F8_R1","Soil_ITS_F8_R2","Soil_ITS_F9_R14","Soil_ITS_F9_R15","Stem_ITS_F10_R10","Stem_ITS_F10_R14","Stem_ITS_F10_R15","Stem_ITS_F10_R9","Stem_ITS_F11_R3","Stem_ITS_F11_R4","Stem_ITS_F11_R5","Stem_ITS_F13_R1","Stem_ITS_F13_R2","Stem_ITS_F14_R17","Stem_ITS_F14_R18","Stem_ITS_F14_R23","Stem_ITS_F15_R3","Stem_ITS_F15_R6","Stem_ITS_F15_R7","Stem_ITS_F15_R8","Stem_ITS_F16_R1","Stem_ITS_F16_R2","Stem_ITS_F16_R4","Stem_ITS_F16_R5","Stem_ITS_F16_R6","Stem_ITS_F16_R7","Stem_ITS_F16_R8","Stem_ITS_F17_R1","Stem_ITS_F17_R2","Stem_ITS_F17_R3","Stem_ITS_F17_R4","Stem_ITS_F17_R5","Stem_ITS_F17_R6","Stem_ITS_F17_R7","Stem_ITS_F17_R8","Stem_ITS_F18_R1","Stem_ITS_F18_R17","Stem_ITS_F18_R2","Stem_ITS_F18_R3","Stem_ITS_F18_R4","Stem_ITS_F18_R5","Stem_ITS_F18_R6","Stem_ITS_F18_R7","Stem_ITS_F18_R8","Stem_ITS_F19_R1","Stem_ITS_F19_R2","Stem_ITS_F19_R3","Stem_ITS_F19_R4","Stem_ITS_F19_R5","Stem_ITS_F19_R6","Stem_ITS_F19_R7","Stem_ITS_F19_R8","Stem_ITS_F2_R14","Stem_ITS_F20_R2","Stem_ITS_F20_R3","Stem_ITS_F20_R4","Stem_ITS_F20_R5","Stem_ITS_F20_R6","Stem_ITS_F20_R7","Stem_ITS_F20_R8","Stem_ITS_F21_R1","Stem_ITS_F21_R19","Stem_ITS_F21_R2","Stem_ITS_F21_R24","Stem_ITS_F21_R3","Stem_ITS_F21_R4","Stem_ITS_F21_R5","Stem_ITS_F21_R6","Stem_ITS_F21_R7","Stem_ITS_F21_R8","Stem_ITS_F22_R1","Stem_ITS_F22_R17","Stem_ITS_F22_R18","Stem_ITS_F24_R24","Stem_ITS_F3_R12","Stem_ITS_F3_R2","Stem_ITS_F3_R3","Stem_ITS_F4_R1","Stem_ITS_F4_R2","Stem_ITS_F6_R11","Stem_ITS_F6_R12","Stem_ITS_F6_R13","Stem_ITS_F6_R6","Stem_ITS_F6_R7","Stem_ITS_F6_R8","Stem_ITS_F7_R1","Stem_ITS_F7_R10","Stem_ITS_F7_R11","Stem_ITS_F7_R2","Stem_ITS_F7_R3","Stem_ITS_F7_R8","Stem_ITS_F7_R9","Stem_ITS_F8_R1","Stem_ITS_F8_R2"
"ASV_1775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,5,1,3,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1777",1,0,0,0,0,0,3,0,0,0,0,3,1,1,1,0,0,9,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,3,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,3,2,0,0,7,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,2,0,11,19,1,20,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,0,2,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,17
"ASV_1779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_1781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,236,1,1,0,0,0,185,1,0,0,0,0,0,0,0,0,44,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1784",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,27,0,7,2,224,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,92,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,904,3,6,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,5,373,1,3,7,5,5,4,366,3,1,3,6,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_1792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
