"ASV_ID","Leaf_ITS_F1_R2","Leaf_ITS_F10_R10","Leaf_ITS_F10_R9","Leaf_ITS_F11_R1","Leaf_ITS_F11_R2","Leaf_ITS_F11_R3","Leaf_ITS_F13_R20","Leaf_ITS_F13_R21","Leaf_ITS_F14_R18","Leaf_ITS_F14_R6","Leaf_ITS_F15_R4","Leaf_ITS_F15_R5","Leaf_ITS_F15_R6","Leaf_ITS_F15_R7","Leaf_ITS_F15_R8","Leaf_ITS_F16_R1","Leaf_ITS_F16_R2","Leaf_ITS_F16_R3","Leaf_ITS_F16_R4","Leaf_ITS_F16_R5","Leaf_ITS_F16_R6","Leaf_ITS_F16_R7","Leaf_ITS_F16_R8","Leaf_ITS_F17_R1","Leaf_ITS_F17_R2","Leaf_ITS_F17_R20","Leaf_ITS_F17_R3","Leaf_ITS_F17_R4","Leaf_ITS_F17_R5","Leaf_ITS_F17_R6","Leaf_ITS_F17_R7","Leaf_ITS_F17_R8","Leaf_ITS_F18_R1","Leaf_ITS_F18_R2","Leaf_ITS_F18_R3","Leaf_ITS_F18_R4","Leaf_ITS_F18_R5","Leaf_ITS_F18_R6","Leaf_ITS_F18_R7","Leaf_ITS_F18_R8","Leaf_ITS_F19_R1","Leaf_ITS_F19_R2","Leaf_ITS_F19_R3","Leaf_ITS_F19_R4","Leaf_ITS_F19_R5","Leaf_ITS_F19_R6","Leaf_ITS_F19_R7","Leaf_ITS_F19_R8","Leaf_ITS_F2_R11","Leaf_ITS_F20_R1","Leaf_ITS_F20_R2","Leaf_ITS_F20_R22","Leaf_ITS_F20_R3","Leaf_ITS_F20_R4","Leaf_ITS_F20_R5","Leaf_ITS_F20_R6","Leaf_ITS_F20_R7","Leaf_ITS_F20_R8","Leaf_ITS_F21_R1","Leaf_ITS_F21_R19","Leaf_ITS_F21_R2","Leaf_ITS_F21_R20","Leaf_ITS_F21_R21","Leaf_ITS_F21_R3","Leaf_ITS_F21_R4","Leaf_ITS_F21_R5","Leaf_ITS_F24_R19","Leaf_ITS_F24_R20","Leaf_ITS_F24_R21","Leaf_ITS_F3_R2","Leaf_ITS_F3_R5","Leaf_ITS_F3_R8","Leaf_ITS_F3_R9","Leaf_ITS_F5_R15","Leaf_ITS_F5_R16","Leaf_ITS_F6_R13","Leaf_ITS_F6_R14","Leaf_ITS_F6_R15","Leaf_ITS_F6_R5","Leaf_ITS_F6_R6","Leaf_ITS_F6_R7","Leaf_ITS_F6_R8","Leaf_ITS_F6_R9","Leaf_ITS_F7_R1","Leaf_ITS_F7_R2","Leaf_ITS_F7_R7","Leaf_ITS_F7_R8","Leaf_ITS_F8_R1","Leaf_ITS_F9_R12","Leaf_ITS_F9_R13","Soil_ITS_F10_R12","Soil_ITS_F10_R13","Soil_ITS_F11_R3","Soil_ITS_F11_R4","Soil_ITS_F11_R5","Soil_ITS_F13_R22","Soil_ITS_F13_R23","Soil_ITS_F14_R20","Soil_ITS_F14_R8","Soil_ITS_F15_R3","Soil_ITS_F15_R4","Soil_ITS_F15_R5","Soil_ITS_F15_R6","Soil_ITS_F15_R7","Soil_ITS_F15_R8","Soil_ITS_F16_R1","Soil_ITS_F16_R2","Soil_ITS_F16_R3","Soil_ITS_F16_R4","Soil_ITS_F16_R5","Soil_ITS_F16_R6","Soil_ITS_F16_R7","Soil_ITS_F16_R8","Soil_ITS_F17_R1","Soil_ITS_F17_R2","Soil_ITS_F17_R23","Soil_ITS_F17_R3","Soil_ITS_F17_R4","Soil_ITS_F17_R5","Soil_ITS_F17_R6","Soil_ITS_F17_R7","Soil_ITS_F17_R8","Soil_ITS_F18_R1","Soil_ITS_F18_R2","Soil_ITS_F18_R3","Soil_ITS_F18_R4","Soil_ITS_F18_R5","Soil_ITS_F18_R6","Soil_ITS_F18_R7","Soil_ITS_F18_R8","Soil_ITS_F19_R1","Soil_ITS_F19_R2","Soil_ITS_F19_R3","Soil_ITS_F19_R4","Soil_ITS_F19_R5","Soil_ITS_F19_R6","Soil_ITS_F19_R7","Soil_ITS_F19_R8","Soil_ITS_F2_R13","Soil_ITS_F20_R1","Soil_ITS_F20_R2","Soil_ITS_F20_R24","Soil_ITS_F20_R3","Soil_ITS_F20_R4","Soil_ITS_F20_R5","Soil_ITS_F20_R6","Soil_ITS_F20_R7","Soil_ITS_F20_R8","Soil_ITS_F21_R1","Soil_ITS_F21_R2","Soil_ITS_F21_R21","Soil_ITS_F21_R22","Soil_ITS_F21_R23","Soil_ITS_F21_R3","Soil_ITS_F21_R4","Soil_ITS_F24_R21","Soil_ITS_F24_R22","Soil_ITS_F24_R23","Soil_ITS_F3_R1","Soil_ITS_F3_R11","Soil_ITS_F3_R2","Soil_ITS_F4_R1","Soil_ITS_F4_R2","Soil_ITS_F6_R10","Soil_ITS_F6_R11","Soil_ITS_F6_R15","Soil_ITS_F6_R16","Soil_ITS_F6_R6","Soil_ITS_F6_R7","Soil_ITS_F6_R8","Soil_ITS_F6_R9","Soil_ITS_F7_R1","Soil_ITS_F7_R2","Soil_ITS_F7_R3","Soil_ITS_F7_R8","Soil_ITS_F7_R9","Soil_ITS_F8_R1","Soil_ITS_F8_R2","Soil_ITS_F9_R14","Soil_ITS_F9_R15","Stem_ITS_F10_R10","Stem_ITS_F10_R14","Stem_ITS_F10_R15","Stem_ITS_F10_R9","Stem_ITS_F11_R3","Stem_ITS_F11_R4","Stem_ITS_F11_R5","Stem_ITS_F13_R1","Stem_ITS_F13_R2","Stem_ITS_F14_R17","Stem_ITS_F14_R18","Stem_ITS_F14_R23","Stem_ITS_F15_R3","Stem_ITS_F15_R6","Stem_ITS_F15_R7","Stem_ITS_F15_R8","Stem_ITS_F16_R1","Stem_ITS_F16_R2","Stem_ITS_F16_R4","Stem_ITS_F16_R5","Stem_ITS_F16_R6","Stem_ITS_F16_R7","Stem_ITS_F16_R8","Stem_ITS_F17_R1","Stem_ITS_F17_R2","Stem_ITS_F17_R3","Stem_ITS_F17_R4","Stem_ITS_F17_R5","Stem_ITS_F17_R6","Stem_ITS_F17_R7","Stem_ITS_F17_R8","Stem_ITS_F18_R1","Stem_ITS_F18_R17","Stem_ITS_F18_R2","Stem_ITS_F18_R3","Stem_ITS_F18_R4","Stem_ITS_F18_R5","Stem_ITS_F18_R6","Stem_ITS_F18_R7","Stem_ITS_F18_R8","Stem_ITS_F19_R1","Stem_ITS_F19_R2","Stem_ITS_F19_R3","Stem_ITS_F19_R4","Stem_ITS_F19_R5","Stem_ITS_F19_R6","Stem_ITS_F19_R7","Stem_ITS_F19_R8","Stem_ITS_F2_R14","Stem_ITS_F20_R2","Stem_ITS_F20_R3","Stem_ITS_F20_R4","Stem_ITS_F20_R5","Stem_ITS_F20_R6","Stem_ITS_F20_R7","Stem_ITS_F20_R8","Stem_ITS_F21_R1","Stem_ITS_F21_R19","Stem_ITS_F21_R2","Stem_ITS_F21_R24","Stem_ITS_F21_R3","Stem_ITS_F21_R4","Stem_ITS_F21_R5","Stem_ITS_F21_R6","Stem_ITS_F21_R7","Stem_ITS_F21_R8","Stem_ITS_F22_R1","Stem_ITS_F22_R17","Stem_ITS_F22_R18","Stem_ITS_F24_R24","Stem_ITS_F3_R12","Stem_ITS_F3_R2","Stem_ITS_F3_R3","Stem_ITS_F4_R1","Stem_ITS_F4_R2","Stem_ITS_F6_R11","Stem_ITS_F6_R12","Stem_ITS_F6_R13","Stem_ITS_F6_R6","Stem_ITS_F6_R7","Stem_ITS_F6_R8","Stem_ITS_F7_R1","Stem_ITS_F7_R10","Stem_ITS_F7_R11","Stem_ITS_F7_R2","Stem_ITS_F7_R3","Stem_ITS_F7_R8","Stem_ITS_F7_R9","Stem_ITS_F8_R1","Stem_ITS_F8_R2"
"ASV_11",21,5,108,1038,65,160,79,65,302,401,237,285,235,200,172,192,112,761,118,142,799,288,86,238,141,244,62,162,187,431,152,300,159,228,107,63,151,198,80,165,132,86,174,76,75,156,82,109,48,181,197,94,154,132,121,158,212,169,115,123,87,57,49,123,106,103,114,35,273,107,68,104,275,36,83,286,1350,140,161,29,356,121,125,95,128,6,118,26,99,134,85,1,0,0,10,82,9,0,21,1,66,14,8,11,200,41,22,18,6,1,15,42,44,48,167,12,38,4,5,37,22,9,0,0,0,0,18,0,0,8,64,10,14,911,11,13,19,3,27,3,3,177,3,69,1,13,13,5,16,0,0,0,6,1,0,5,6,44,4462,9,50,4,3,3,11,9,6,2,1419,580,32,1,0,0,21,1,5,2,77,70,349,111,36,3247,258,42,38,1031,38,2295,18329,296,221,3433,2434,18389,7641,3559,5083,1433,3208,708,16603,4692,6715,594,3725,113,3086,130,716,83,2,49,554,230,23,133,101,217,79,136,88,455,444,9354,5524,2248,51,4875,2317,4326,86,129,46,101,213,1092,25,25,804,14,21,196,35,44,18,3,5,1136,11,48,18,12,5,537,368,452,62,196,80,7,53,7,6,9,84,3,74,11
"ASV_12",101,13,82,454,40,593,313,189,2306,507,668,103,272,876,269,361,243,248,73,382,3438,490,161,374,397,302,183,251,257,816,67,281,306,213,191,114,233,627,104,130,373,73,244,693,308,1719,212,1171,44,279,218,72,183,102,146,208,233,2096,112,247,81,110,43,141,143,128,403,178,3670,97,411,169,652,187,752,191,2614,272,1121,43,95,168,529,900,179,12,49,116,205,962,0,1,0,0,0,35,1,0,17,0,1,0,0,0,9,0,1,2,1,0,0,1,6,0,1,0,0,1,0,3,3,4,0,1,1,20,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,18,0,10,4,1,4,1,0,3,6,0,0,0,1,0,45,0,1,2,0,0,0,0,0,0,3,0,7,0,0,0,7,1,4,0,2,8,134,38,320,797,152,37,35,152,62,3002,10499,466,148,226,199,51,31,34,274,132,239,197,55,248,718,36,304,13,135,21,253,133,7,75,113,15,21,98,61,792,22,27,14,51,50,19,53,28,8,1185,326,176,34,24,17,351,315,16,26,745,112,77,8,107,21,22,31,5,6,490,13,15,19,8,9,81,344,14,29,39,33,8,12,9,8,12,90,7,63,33
"ASV_13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11707,5450,37,815,210,678,53,29,75,734,56336,716,66,42,69,5,9,8,19,81,2,6,16,34,28,17,7,27,13,3265,114,54,4020,3221,4054,190,601,110,2943,262,129,338,5,4,11,8,15,6,46,29,46,282,188,41,3158,85,62,906,32,2029,1033,595,863,76,1734,1053,7814,66,1,1122,28,6,957,48,1,3,100,0,2,7,50,4043,33,54,49,113,30,56,1350
"ASV_14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,47,12,33,182,183,159,34,82,74,304,327,5,8,5,8,4687,23,21,21,84,17,13,3,78,3,2,5,5,8,18,13,217,299,10,5,61,34,6,10,24,34,27,37,38,38,43,59,150,13,8,743,320,12,76,12,3,9,113,1,8,4,2,0,3,3,12,11,13,2,8,5,1,121,122,4,11,3,1,11,13,8,0,3,3,6,13,0,17,12
"ASV_15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1114,19,96,2049,362,26,39,84,319,36638,96,82,78,88,20,14,29,18,21,22,28,3,4,6,3,3,6,2,285,45,24,58,106,49,272,637,52,234,22,11,11,19,15,25,24,22,10,25,30,29,441,39,29,313,24,18,26,95,74,6,67,66,14,60,5,143,21,1,50,51,19,65,14,25,13,28,5,17,23,13,32,19,16,9,20,10,59,970
"ASV_16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,109,235,192,134,152,96,63,505,99,80,39,240,652,67,431,240,237,56,99,93,146,61,38,241,573,114,197,138,167,100,62,8,214,130,154,14,54,236,18,86,66,70,57,30,108,102,51,133,978,366,187,420,295,159,408,12148,1580,637,44,169,22,273,21,18,80,21,97,171,183,220,473,281,7,108,16,91,36,92,551,60,31,131,228,522,94,215,188,63,86,0,0,2,0,0,4,1,1,2,0,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,24,2,23,17,0,27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,3,26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,1,2,2
"ASV_17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,139,140,91,94,6,7,19,70,15,7,9,15,9,16,2,2,12,8,6,21,9,7,18,19,43,27,18,27,43,34,26,14,14,22,12,18,44,90,32,147,109,128,127,208,277,263,169,86,2,3,4,12,9,12,16,5,6,9,1,6,14,33,19,4,1,5,3,119,191,100,189,195,15,29,34,25,3,63,76,28,113,99,223,174,90,17,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_18",177,42,1820,1378,946,773,49,515,2672,2274,47,33,143,7318,74,1302,195,55,173,1589,296,53,619,65,162,1128,88,484,2943,106,1313,1677,1062,509,1605,889,618,1491,716,222,501,33,26,197,66,21,27,40,124,1492,463,211,1754,1975,2241,1476,995,692,273,1263,1233,156,101,523,139,47,1509,319,21,1457,105,1018,116,42,183,335,4419,2906,249,5,40,221,106,204,400,8,501,151,124,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,0,3,3,0,1201,4,0,0,4,0,1,0,0,0,3,2,0,0,1,1,0,0,0,2,78,0,0,1,0,0,1,21,0,2,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,119,0,0,1,0,0,2,0,0,0,0,0,0,0
"ASV_19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40206,23,3404,14,599,20,0,5,520,525,50,55,86,142,53,8389,66,199,48,13803,409,73,18688,37,77,85,42,14,448,87,40,6,282,6,48,2,2,2,6,48,81,117,69,29,110,104,53,4,160,11,410,5,7,5,6,8,6,2,4,4,15,442,4,12,33,1296,21,156,2,8,131,45,27,8,8,7,3,632,56,2774,5,2,7,5,2,11,1652,2625,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_20",67,5,277,515,421,51,309,191,194,867,570,3139,234,110,210,158,97,1191,66,159,847,1935,74,284,310,128,87,76,164,521,98,517,198,198,134,115,114,266,263,117,161,150,298,70,58,132,125,101,75,228,439,261,214,74,101,318,134,191,1142,490,101,130,50,309,184,355,77,93,554,182,149,663,876,80,53,265,1855,427,360,55,563,417,498,209,176,47,107,394,189,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,30,1,1,19,30,2,4,1939,19,2,92,40,0,0,786,14,3,16,5,766,18,157,1,177,0,53,2,4,16,1,13,238,109,3,35,26,160,2,5,2,8,18,1,20,3,2,2,112,1,2,84,2,15,34,4,6,1,6,3,5,33,3,6,35,0,0,0,0,5,2,14,1,19,240,96,4,7,2,0,0,0,1,0,0,0,0,3
"ASV_21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,39560,0,0,1,0,0,30,148,0,0,0,0,7,1,0,0,0,0,4,1,4,14,48,107,87,64,59,46,119,233,26171,0,0,0,0,2,0,5,3,0,0,1,0,5,0,9,3,8,0,1,2,0,0,8,0,10,9,9,7,0,68,15,4,5,0,0,0,16,37,40,45,57,0,0,0,0,0,3,2,1,2,0,0,8,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22",2,0,20,8,7,7,648,186,13,24,0,61,2,1,14,22,22,17,40,17,33,15,43,101,112,8,19,18,12,31,19,43,28,25,18,20,13,28,17,35,1,6,0,2,2,6,1,5,0,0,1,15,0,3,1,1,0,2,41,29,27,10,9,22,25,18,4,3,18,3,36,11,0,31,18,67,63,20,82,9,97,100,62,44,63,1,62,19,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,0,0,0,0,1,1,7,2,11,15,17,10,0,0,0,0,0,1,0,8,22,13,2,3,12,12,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,1,2,0,0,1,3
"ASV_23",46,13,382,247,444,49,94,139,277,244,51,799,128,86,58,59,75,65,120,37,28,15,34,449,55,123,23,61,180,81,53,852,136,390,181,69,482,139,90,273,23,129,40,40,25,24,68,14,13,119,436,396,168,267,178,202,173,66,332,229,385,271,87,292,185,99,35,141,116,294,69,77,892,212,33,194,1183,169,95,14,89,134,160,173,224,123,236,26,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,2,5,29,31,4,19,16,19,2,3,1,2,9,2,8,0,6,3,3,1,5,2,1,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,7,4,3,2,6,3,7,2,5,0,0,0,0,0,1,0,13,0,1,0,0,0,2,0,0,0,0,0,0,1,0,4,1
"ASV_24",28,18,66,5275,167,2404,5,6,5326,92,744,10,14,9,11,20,989,14,9,26,122,484,24,52,98,878,32,18,129,4105,36,166,213,2518,842,11,21,154,340,50,16,7,8,341,24,25,52,4,15,5501,274,24,1108,3893,84,8550,104,784,6045,75,66,41,287,77,494,2737,596,8,82,62,11,12,318,17,21,76,16180,719,203,54,220,1273,277,56,35,355,1174,106,18,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,20,10,2,6,6,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,0,0,3,125,0,0,0,0,0,0,25,0,0,0,3,0,0,1,0,0,0,0,0,0,1,5,0,1,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
"ASV_25",139,6,35,732,30,176,66,98,1178,2476,849,51,114,615,1018,642,1110,70,33,1816,655,76,153,70,140,64,82,23,53,146,166,302,164,349,254,47,147,194,217,106,247,50,754,441,525,305,80,680,103,345,66,48,643,33,80,155,92,763,154,468,76,65,48,46,83,296,608,332,90,147,575,124,77,15,478,134,1996,268,101,184,54,192,2193,2159,175,6,123,70,529,370,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,1,88,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11050,1710,25,899,1430,2343,6,17,317,45,4521,113,13,16,28,8,4,7,4,17,13,11,43,98,40,56,58,103,62,11676,85,29,2072,2195,3399,1448,2811,85,3271,78,388,373,14,12,31,14,36,0,42,45,36,740,166,41,488,109,44,276,17,772,873,2074,1753,293,547,881,234,17,43,2228,49,9,91,79,0,0,31,1,6,4,24,1360,21,41,17,672,3814,108,4232
"ASV_27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,31,0,0,1,0,2,0,0,0,0,0,0,0,0,1,162,283,206,129,88,464,502,229,0,0,0,1,0,0,0,0,2,0,0,0,0,0,11,0,0,11,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,227,12,20,2,13,9,27,915,227,23,7,42,31,4107,30,892,84,79,37,3,0,9,43,7,3,1,2,2,0,0,0,0,0,29,0,0,8,681,9,6,623,16,22,6,1,16,84,5,15,13,263,21,343,18,74,100,6,14691,165,59,63,302,261,46279,5,488,3,20,1,9,26,17,481,4,71,29,15,0,2,1,3,3,7,1,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
